ticket_id,customer_id,booking_id,agent_id,issue_type,channel,country,created_at,wait_time,resolution_time,csat_score,escalated,refund_requested,sla_breached
TKT0003247,CUST008949,BKG0047179,AGT0070,Payment Issue,email,Indonesia,2023-02-13 14:10:00,49,71,2,False,False,True
TKT0003248,CUST006734,BKG0012513,AGT0061,Booking Modification,call,Vietnam,2024-01-09 11:24:00,10,10,5,False,False,False
TKT0003249,CUST016301,BKG0008374,AGT0106,Payment Issue,chat,Indonesia,2023-06-07 09:37:00,19,25,5,False,False,False
TKT0003250,CUST008110,BKG0025892,AGT0004,Booking Modification,email,Singapore,2023-12-09 16:14:00,26,33,3,False,True,False
TKT0003251,CUST016397,BKG0034339,AGT0141,Refund Inquiry,call,India,2023-10-08 12:46:00,27,43,4,False,True,False
TKT0003252,CUST003160,BKG0047963,AGT0105,Booking Modification,email,Indonesia,2024-08-02 15:18:00,33,44,2,True,False,True
TKT0003253,CUST014397,BKG0026863,AGT0010,Booking Modification,email,Indonesia,2023-03-16 18:38:00,29,41,4,False,False,False
TKT0003254,CUST009719,BKG0002216,AGT0125,Cancellation Request,email,Singapore,2023-02-25 09:20:00,22,29,3,False,False,False
TKT0003255,CUST016846,BKG0048544,AGT0109,Payment Issue,chat,Philippines,2023-04-11 10:04:00,19,23,3,False,True,False
TKT0003256,CUST003734,BKG0003812,AGT0003,Refund Inquiry,call,Vietnam,2024-10-22 15:56:00,32,36,4,False,True,True
TKT0003257,CUST012209,BKG0044066,AGT0126,Booking Modification,chat,Vietnam,2023-06-01 07:55:00,5,5,5,False,False,False
TKT0003258,CUST009121,BKG0026401,AGT0100,Cancellation Request,chat,Thailand,2024-02-16 09:11:00,11,11,5,False,False,False
TKT0003259,CUST009864,BKG0011715,AGT0108,Booking Modification,email,Philippines,2024-05-27 11:21:00,27,38,4,False,False,False
TKT0003260,CUST002826,BKG0030807,AGT0071,Hotel Complaint,chat,Singapore,2024-12-16 09:51:00,11,23,3,False,True,False
TKT0003261,CUST015130,BKG0014734,AGT0059,Booking Modification,email,Indonesia,2024-03-04 08:46:00,21,21,2,True,False,False
TKT0003262,CUST016850,BKG0025372,AGT0032,Hotel Complaint,chat,Thailand,2024-05-06 06:34:00,13,26,2,True,True,False
TKT0003263,CUST003840,BKG0002788,AGT0021,Cancellation Request,email,India,2023-12-17 21:05:00,70,99,3,False,True,True
TKT0003264,CUST012162,BKG0046996,AGT0125,Booking Modification,chat,Indonesia,2024-06-14 14:01:00,9,9,5,False,False,False
TKT0003265,CUST009842,BKG0021879,AGT0004,Booking Modification,call,Philippines,2024-08-28 05:08:00,14,19,4,False,False,False
TKT0003266,CUST010569,BKG0028924,AGT0012,Booking Modification,call,Indonesia,2024-05-12 09:18:00,10,13,5,True,True,False
TKT0003267,CUST007267,BKG0013824,AGT0039,Booking Modification,chat,Vietnam,2024-07-04 22:54:00,12,17,4,False,False,False
TKT0003268,CUST016664,BKG0032640,AGT0074,Cancellation Request,call,Thailand,2024-04-13 08:47:00,20,25,3,False,True,False
TKT0003269,CUST009563,BKG0011922,AGT0020,Payment Issue,chat,Thailand,2023-04-03 06:32:00,16,36,5,True,False,False
TKT0003270,CUST003295,BKG0010835,AGT0137,Booking Modification,chat,Vietnam,2023-04-19 07:53:00,7,16,3,False,False,False
TKT0003271,CUST005100,BKG0008227,AGT0064,Booking Modification,email,Philippines,2024-04-01 10:27:00,26,36,4,False,False,False
TKT0003272,CUST004469,BKG0003685,AGT0002,Hotel Complaint,email,Thailand,2024-03-19 08:56:00,22,35,4,False,False,False
TKT0003273,CUST001952,BKG0008876,AGT0031,Cancellation Request,chat,Singapore,2024-07-21 07:27:00,8,27,4,False,False,False
TKT0003274,CUST012327,BKG0022930,AGT0138,Hotel Complaint,email,Vietnam,2024-12-13 12:19:00,19,43,4,False,False,False
TKT0003275,CUST012047,BKG0003527,AGT0083,Booking Modification,chat,Vietnam,2024-07-16 15:57:00,9,9,4,False,False,False
TKT0003276,CUST012312,BKG0002661,AGT0046,Refund Inquiry,email,Philippines,2024-06-03 14:46:00,50,85,5,False,True,True
TKT0003277,CUST010518,BKG0027586,AGT0027,Booking Modification,chat,Indonesia,2024-05-17 15:42:00,7,7,3,False,False,False
TKT0003278,CUST015393,BKG0038346,AGT0142,Cancellation Request,chat,Indonesia,2024-12-28 09:08:00,19,27,3,False,False,False
TKT0003279,CUST012096,BKG0042939,AGT0074,Cancellation Request,email,Philippines,2024-03-12 10:00:00,26,26,3,True,False,False
TKT0003280,CUST008084,BKG0030845,AGT0071,Refund Inquiry,chat,Philippines,2024-03-12 14:25:00,10,10,4,False,False,False
TKT0003281,CUST004308,BKG0027706,AGT0112,Booking Modification,chat,Vietnam,2023-10-11 06:11:00,14,15,3,False,True,False
TKT0003282,CUST001420,BKG0020660,AGT0089,Cancellation Request,chat,Thailand,2023-02-22 17:57:00,13,20,4,False,True,False
TKT0003283,CUST010923,BKG0031061,AGT0048,Booking Modification,chat,Vietnam,2024-09-05 20:51:00,9,9,5,False,False,False
TKT0003284,CUST009121,BKG0014307,AGT0058,Payment Issue,call,Indonesia,2023-02-23 18:54:00,37,64,4,False,False,True
TKT0003285,CUST007410,BKG0004138,AGT0007,Booking Modification,chat,Indonesia,2024-02-01 20:06:00,13,13,4,False,False,False
TKT0003286,CUST013503,BKG0025128,AGT0071,Booking Modification,email,Thailand,2024-10-15 12:46:00,26,26,5,False,False,False
TKT0003287,CUST004560,BKG0005936,AGT0087,Payment Issue,chat,Thailand,2024-06-15 23:47:00,18,28,2,False,False,False
TKT0003288,CUST008479,BKG0016540,AGT0145,Hotel Complaint,chat,Indonesia,2023-04-04 19:23:00,12,12,4,False,False,False
TKT0003289,CUST016375,BKG0043565,AGT0124,Booking Modification,chat,Indonesia,2024-12-13 16:49:00,9,9,3,False,False,False
TKT0003290,CUST017889,BKG0045784,AGT0024,Cancellation Request,chat,Philippines,2023-08-05 15:38:00,12,28,3,False,True,False
TKT0003291,CUST008411,BKG0045394,AGT0013,Payment Issue,email,Philippines,2023-07-12 18:33:00,65,88,3,False,True,True
TKT0003292,CUST017292,BKG0025630,AGT0047,Booking Modification,chat,Vietnam,2024-05-01 06:01:00,10,10,3,False,False,False
TKT0003293,CUST006084,BKG0045494,AGT0118,Booking Modification,chat,Singapore,2023-01-11 08:36:00,9,9,4,False,False,False
TKT0003294,CUST008718,BKG0036172,AGT0037,Hotel Complaint,email,Thailand,2023-08-06 12:07:00,35,43,4,False,False,True
TKT0003295,CUST016410,BKG0032277,AGT0095,Booking Modification,chat,Indonesia,2024-02-18 03:36:00,7,9,2,True,False,False
TKT0003296,CUST002117,BKG0004137,AGT0038,Refund Inquiry,chat,India,2024-08-15 17:51:00,16,28,4,False,True,False
TKT0003297,CUST014872,BKG0017731,AGT0133,Booking Modification,email,Philippines,2024-12-12 13:09:00,38,66,3,False,False,True
TKT0003298,CUST014738,BKG0027466,AGT0002,Refund Inquiry,chat,Indonesia,2024-10-20 14:19:00,13,17,2,True,True,False
TKT0003299,CUST001528,BKG0005390,AGT0098,Cancellation Request,email,Indonesia,2024-08-20 08:13:00,66,90,3,False,False,True
TKT0003300,CUST006247,BKG0032626,AGT0032,Hotel Complaint,chat,Vietnam,2023-10-15 18:49:00,13,13,3,False,True,False
TKT0003301,CUST009921,BKG0036548,AGT0139,Cancellation Request,email,Thailand,2024-12-13 08:02:00,46,74,3,False,False,True
TKT0003302,CUST008789,BKG0049695,AGT0032,Hotel Complaint,chat,India,2023-01-17 13:04:00,11,30,3,False,False,False
TKT0003303,CUST005344,BKG0039932,AGT0066,Refund Inquiry,email,Thailand,2024-12-07 16:40:00,93,136,2,False,True,True
TKT0003304,CUST010211,BKG0003442,AGT0022,Cancellation Request,chat,Thailand,2024-06-12 09:04:00,6,6,4,False,False,False
TKT0003305,CUST006194,BKG0047948,AGT0085,Booking Modification,chat,Thailand,2023-06-12 03:12:00,1,1,5,False,True,False
TKT0003306,CUST016390,BKG0024593,AGT0144,Cancellation Request,chat,Philippines,2023-05-03 10:22:00,13,23,4,False,True,False
TKT0003307,CUST015879,BKG0046151,AGT0021,Cancellation Request,email,India,2024-03-03 10:58:00,68,94,4,False,False,True
TKT0003308,CUST014449,BKG0048211,AGT0096,Booking Modification,chat,Singapore,2024-08-09 20:48:00,12,31,5,False,False,False
TKT0003309,CUST010485,BKG0029301,AGT0106,Booking Modification,email,Vietnam,2024-06-27 18:34:00,32,56,5,True,False,True
TKT0003310,CUST013006,BKG0010674,AGT0042,Cancellation Request,chat,Singapore,2024-04-01 12:27:00,13,13,4,False,True,False
TKT0003311,CUST002769,BKG0036015,AGT0109,Booking Modification,email,Indonesia,2024-11-19 10:36:00,42,59,5,True,False,True
TKT0003312,CUST001841,BKG0040219,AGT0137,Refund Inquiry,chat,Singapore,2024-08-22 09:36:00,12,12,3,False,True,False
TKT0003313,CUST002173,BKG0033880,AGT0076,Cancellation Request,chat,Singapore,2024-06-14 15:21:00,8,24,4,False,True,False
TKT0003314,CUST016561,BKG0041961,AGT0083,Hotel Complaint,chat,Singapore,2024-10-01 17:25:00,9,24,5,True,True,False
TKT0003315,CUST001365,BKG0032340,AGT0109,Refund Inquiry,email,Vietnam,2024-04-24 09:23:00,65,80,3,False,True,True
TKT0003316,CUST007162,BKG0034128,AGT0114,Booking Modification,email,Vietnam,2024-09-01 17:45:00,24,41,4,False,False,False
TKT0003317,CUST001083,BKG0006968,AGT0126,Hotel Complaint,call,Philippines,2024-01-04 21:32:00,13,23,4,False,False,False
TKT0003318,CUST017175,BKG0030641,AGT0065,Booking Modification,email,Philippines,2024-03-02 16:58:00,36,36,3,False,False,True
TKT0003319,CUST005860,BKG0042146,AGT0006,Booking Modification,chat,Thailand,2024-07-01 07:16:00,5,5,4,False,False,False
TKT0003320,CUST005916,BKG0001253,AGT0013,Hotel Complaint,call,Indonesia,2024-07-17 09:57:00,19,26,5,False,False,False
TKT0003321,CUST005126,BKG0003750,AGT0118,Payment Issue,email,Singapore,2024-02-23 20:37:00,59,65,4,False,True,True
TKT0003322,CUST004358,BKG0002137,AGT0051,Booking Modification,chat,Indonesia,2024-07-09 04:37:00,10,26,3,False,False,False
TKT0003323,CUST003159,BKG0028847,AGT0047,Cancellation Request,email,Indonesia,2024-10-17 11:49:00,31,42,4,False,False,True
TKT0003324,CUST004809,BKG0033536,AGT0020,Refund Inquiry,chat,Vietnam,2024-07-19 16:20:00,10,17,2,True,True,False
TKT0003325,CUST008235,BKG0015960,AGT0087,Hotel Complaint,email,Vietnam,2023-12-07 19:42:00,44,58,5,False,False,True
TKT0003326,CUST006764,BKG0048892,AGT0042,Payment Issue,email,Indonesia,2024-09-16 12:07:00,91,141,3,False,True,True
TKT0003327,CUST001257,BKG0000037,AGT0099,Booking Modification,chat,Indonesia,2023-06-17 23:23:00,6,6,4,False,False,False
TKT0003328,CUST003109,BKG0031178,AGT0001,Refund Inquiry,email,India,2023-04-20 09:29:00,56,85,4,True,True,True
TKT0003329,CUST006825,BKG0039779,AGT0052,Refund Inquiry,call,Philippines,2023-01-11 13:02:00,25,35,4,False,True,False
TKT0003330,CUST013572,BKG0026033,AGT0117,Booking Modification,chat,Thailand,2023-01-22 09:50:00,9,9,4,False,False,False
TKT0003331,CUST011534,BKG0006713,AGT0099,Cancellation Request,chat,India,2024-01-26 10:50:00,9,17,4,False,False,False
TKT0003332,CUST017617,BKG0013935,AGT0100,Payment Issue,call,India,2024-03-02 15:10:00,12,26,5,True,True,False
TKT0003333,CUST010756,BKG0049403,AGT0025,Cancellation Request,call,Thailand,2023-11-21 16:28:00,8,8,3,False,True,False
TKT0003334,CUST010183,BKG0040947,AGT0012,Hotel Complaint,call,Indonesia,2024-12-20 14:41:00,26,40,4,False,False,False
TKT0003335,CUST002061,BKG0042601,AGT0093,Hotel Complaint,email,Indonesia,2024-11-17 17:29:00,18,29,3,False,True,False
TKT0003336,CUST009515,BKG0028442,AGT0073,Booking Modification,chat,India,2024-01-27 05:56:00,10,10,3,False,True,False
TKT0003337,CUST017962,BKG0022333,AGT0123,Booking Modification,chat,Philippines,2023-12-23 18:32:00,5,5,2,False,False,False
TKT0003338,CUST011316,BKG0003948,AGT0125,Payment Issue,chat,Vietnam,2023-06-16 11:05:00,16,16,4,True,True,False
TKT0003339,CUST003243,BKG0038495,AGT0096,Booking Modification,chat,Thailand,2023-01-02 22:29:00,7,8,5,False,False,False
TKT0003340,CUST000808,BKG0025630,AGT0139,Payment Issue,call,Thailand,2023-08-20 05:03:00,23,45,3,False,True,False
TKT0003341,CUST012065,BKG0019636,AGT0038,Refund Inquiry,chat,India,2023-06-07 17:39:00,23,42,3,False,True,False
TKT0003342,CUST006505,BKG0012326,AGT0089,Cancellation Request,chat,Thailand,2024-03-05 15:02:00,16,16,3,True,True,False
TKT0003343,CUST016570,BKG0013561,AGT0082,Booking Modification,email,India,2024-11-06 10:31:00,49,63,3,False,False,True
TKT0003344,CUST011665,BKG0035176,AGT0118,Booking Modification,chat,Indonesia,2023-06-26 09:58:00,6,8,3,True,False,False
TKT0003345,CUST017151,BKG0045494,AGT0123,Booking Modification,email,India,2023-05-09 02:58:00,39,45,3,False,False,True
TKT0003346,CUST002642,BKG0026765,AGT0058,Booking Modification,call,Indonesia,2024-08-22 22:14:00,14,23,2,False,False,False
TKT0003347,CUST004654,BKG0022505,AGT0060,Cancellation Request,email,Thailand,2023-08-20 22:35:00,50,75,5,False,False,True
TKT0003348,CUST006209,BKG0029887,AGT0114,Booking Modification,chat,Vietnam,2023-10-18 12:23:00,5,5,4,False,False,False
TKT0003349,CUST013034,BKG0039469,AGT0129,Payment Issue,email,Singapore,2024-12-15 13:28:00,51,65,4,False,True,True
TKT0003350,CUST001877,BKG0004178,AGT0103,Booking Modification,chat,Indonesia,2023-04-05 08:57:00,6,27,4,False,False,False
TKT0003351,CUST009626,BKG0044293,AGT0148,Hotel Complaint,chat,Thailand,2023-11-05 14:31:00,11,29,4,False,False,False
TKT0003352,CUST014751,BKG0019822,AGT0029,Cancellation Request,call,Philippines,2024-12-08 16:30:00,17,26,3,False,True,False
TKT0003353,CUST011524,BKG0045732,AGT0037,Booking Modification,chat,India,2024-03-22 13:21:00,8,8,4,False,True,False
TKT0003354,CUST001422,BKG0024457,AGT0013,Refund Inquiry,call,Indonesia,2024-09-02 22:05:00,13,29,3,False,True,False
TKT0003355,CUST001732,BKG0002208,AGT0134,Refund Inquiry,email,Philippines,2024-07-15 00:46:00,48,80,5,False,True,True
TKT0003356,CUST006580,BKG0023976,AGT0016,Cancellation Request,chat,Thailand,2024-06-27 10:30:00,12,12,4,False,False,False
TKT0003357,CUST007342,BKG0000307,AGT0060,Cancellation Request,chat,Thailand,2023-06-12 08:35:00,9,9,3,False,False,False
TKT0003358,CUST013484,BKG0015526,AGT0026,Booking Modification,email,Thailand,2023-01-23 16:40:00,31,31,2,True,False,True
TKT0003359,CUST006092,BKG0031014,AGT0040,Refund Inquiry,chat,Thailand,2023-12-18 08:44:00,14,14,4,False,False,False
TKT0003360,CUST008119,BKG0030988,AGT0139,Booking Modification,email,Indonesia,2023-12-05 06:07:00,40,64,4,False,False,True
TKT0003361,CUST002685,BKG0028152,AGT0011,Booking Modification,chat,Philippines,2024-12-05 18:37:00,7,13,3,False,False,False
TKT0003362,CUST017718,BKG0021583,AGT0147,Payment Issue,chat,Philippines,2024-11-15 06:07:00,9,17,4,True,False,False
TKT0003363,CUST009736,BKG0025408,AGT0103,Cancellation Request,chat,Vietnam,2023-08-04 11:41:00,12,12,5,False,False,False
TKT0003364,CUST008828,BKG0002165,AGT0135,Cancellation Request,call,Thailand,2023-09-09 12:13:00,23,23,4,False,False,False
TKT0003365,CUST003565,BKG0014409,AGT0049,Hotel Complaint,call,Vietnam,2023-05-22 12:48:00,11,18,3,False,False,False
TKT0003366,CUST008056,BKG0017606,AGT0130,Payment Issue,email,Vietnam,2024-02-26 08:01:00,55,72,3,False,False,True
TKT0003367,CUST010640,BKG0007606,AGT0024,Payment Issue,chat,Indonesia,2023-07-09 09:16:00,17,17,4,False,True,False
TKT0003368,CUST007421,BKG0043892,AGT0013,Cancellation Request,email,Philippines,2023-12-20 16:16:00,34,34,2,False,True,True
TKT0003369,CUST011729,BKG0040490,AGT0091,Refund Inquiry,call,Singapore,2023-01-08 11:46:00,22,32,3,False,False,False
TKT0003370,CUST015507,BKG0038639,AGT0036,Cancellation Request,chat,Thailand,2023-11-22 21:39:00,14,26,5,False,True,False
TKT0003371,CUST015906,BKG0018769,AGT0075,Booking Modification,email,Thailand,2024-03-17 08:47:00,27,50,3,False,False,False
TKT0003372,CUST005594,BKG0046440,AGT0019,Booking Modification,email,Thailand,2023-07-18 09:48:00,18,26,3,False,True,False
TKT0003373,CUST017138,BKG0046894,AGT0120,Cancellation Request,chat,Indonesia,2024-11-22 10:31:00,18,23,2,False,False,False
TKT0003374,CUST013206,BKG0030662,AGT0046,Hotel Complaint,chat,Singapore,2024-11-18 10:23:00,14,14,5,False,False,False
TKT0003375,CUST006607,BKG0026742,AGT0031,Booking Modification,email,Vietnam,2024-03-27 15:00:00,30,44,5,True,False,False
TKT0003376,CUST009881,BKG0047386,AGT0003,Refund Inquiry,call,Vietnam,2024-02-28 10:41:00,23,29,5,False,True,False
TKT0003377,CUST012034,BKG0003401,AGT0149,Cancellation Request,email,Indonesia,2024-10-26 16:58:00,53,92,2,False,True,True
TKT0003378,CUST011140,BKG0003307,AGT0022,Hotel Complaint,chat,Vietnam,2023-06-28 04:59:00,15,15,5,False,False,False
TKT0003379,CUST003390,BKG0017067,AGT0037,Payment Issue,call,India,2024-02-16 23:35:00,35,44,4,True,False,True
TKT0003380,CUST003877,BKG0046703,AGT0106,Hotel Complaint,email,Indonesia,2024-01-07 08:40:00,47,54,3,False,False,True
TKT0003381,CUST016540,BKG0037051,AGT0043,Refund Inquiry,email,Vietnam,2024-08-18 00:16:00,41,61,4,False,True,True
TKT0003382,CUST014040,BKG0025318,AGT0134,Refund Inquiry,call,Thailand,2024-06-01 03:49:00,26,39,4,False,True,False
TKT0003383,CUST001405,BKG0015212,AGT0064,Cancellation Request,chat,Philippines,2023-10-12 10:45:00,9,11,5,False,False,False
TKT0003384,CUST003242,BKG0018757,AGT0024,Booking Modification,email,Singapore,2024-10-27 11:12:00,36,51,2,False,True,True
TKT0003385,CUST016183,BKG0042913,AGT0072,Refund Inquiry,call,Singapore,2024-11-02 12:35:00,21,34,3,False,True,False
TKT0003386,CUST016275,BKG0020303,AGT0054,Cancellation Request,chat,Indonesia,2023-04-16 10:09:00,13,26,4,False,True,False
TKT0003387,CUST011547,BKG0044647,AGT0097,Booking Modification,chat,Vietnam,2024-12-01 08:41:00,8,14,3,False,False,False
TKT0003388,CUST015401,BKG0043410,AGT0045,Booking Modification,call,Singapore,2024-06-27 16:09:00,15,15,3,False,False,False
TKT0003389,CUST016077,BKG0006647,AGT0029,Payment Issue,chat,Singapore,2023-12-07 16:15:00,14,28,3,False,False,False
TKT0003390,CUST001179,BKG0019982,AGT0010,Hotel Complaint,chat,India,2024-12-09 11:03:00,7,7,3,False,False,False
TKT0003391,CUST014017,BKG0016236,AGT0002,Booking Modification,call,Singapore,2023-04-20 13:16:00,17,17,5,False,False,False
TKT0003392,CUST007672,BKG0042875,AGT0100,Booking Modification,email,Thailand,2023-11-28 10:46:00,37,44,3,False,False,True
TKT0003393,CUST013226,BKG0005627,AGT0035,Booking Modification,chat,Indonesia,2023-10-02 14:58:00,6,8,5,False,False,False
TKT0003394,CUST006148,BKG0030527,AGT0131,Booking Modification,chat,Thailand,2023-08-02 17:51:00,5,13,4,False,False,False
TKT0003395,CUST014291,BKG0009522,AGT0016,Cancellation Request,call,Vietnam,2023-03-17 16:35:00,23,44,4,False,True,False
TKT0003396,CUST017164,BKG0019988,AGT0119,Payment Issue,email,Thailand,2024-05-15 08:59:00,52,87,5,False,False,True
TKT0003397,CUST003274,BKG0036562,AGT0051,Payment Issue,chat,Philippines,2024-08-19 06:20:00,20,24,3,True,True,False
TKT0003398,CUST003596,BKG0020985,AGT0132,Cancellation Request,chat,Philippines,2024-05-25 21:15:00,11,19,5,False,False,False
TKT0003399,CUST017181,BKG0039996,AGT0012,Refund Inquiry,call,India,2023-12-01 14:06:00,24,49,4,False,False,False
TKT0003400,CUST004298,BKG0046375,AGT0066,Booking Modification,call,Philippines,2023-10-28 19:34:00,12,17,5,False,False,False
TKT0003401,CUST014560,BKG0016919,AGT0121,Hotel Complaint,chat,Indonesia,2023-08-18 13:43:00,10,12,4,False,False,False
TKT0003402,CUST002230,BKG0011421,AGT0052,Hotel Complaint,chat,Singapore,2024-09-20 18:12:00,6,6,5,True,True,False
TKT0003403,CUST002798,BKG0040202,AGT0002,Booking Modification,call,Singapore,2023-02-26 09:11:00,8,8,4,False,False,False
TKT0003404,CUST015895,BKG0025307,AGT0023,Refund Inquiry,call,Thailand,2024-01-15 10:39:00,17,23,5,False,True,False
TKT0003405,CUST017691,BKG0001030,AGT0086,Cancellation Request,email,Philippines,2024-08-10 16:54:00,57,65,5,False,True,True
TKT0003406,CUST003850,BKG0021727,AGT0149,Payment Issue,chat,Vietnam,2024-04-22 08:38:00,7,10,3,False,True,False
TKT0003407,CUST012692,BKG0019013,AGT0121,Refund Inquiry,email,Thailand,2024-03-19 07:29:00,74,104,2,False,False,True
TKT0003408,CUST009589,BKG0012662,AGT0105,Hotel Complaint,email,Indonesia,2023-11-04 19:04:00,49,85,4,False,True,True
TKT0003409,CUST000426,BKG0001178,AGT0127,Hotel Complaint,chat,Thailand,2023-04-17 10:19:00,4,4,5,False,True,False
TKT0003410,CUST012401,BKG0044731,AGT0004,Booking Modification,chat,Philippines,2024-06-22 15:04:00,7,28,5,False,False,False
TKT0003411,CUST014678,BKG0004494,AGT0144,Refund Inquiry,chat,Indonesia,2023-04-13 09:26:00,16,16,4,False,True,False
TKT0003412,CUST014672,BKG0037493,AGT0138,Payment Issue,call,India,2023-03-09 19:01:00,27,27,3,False,True,False
TKT0003413,CUST000499,BKG0002369,AGT0144,Refund Inquiry,call,Thailand,2023-01-10 09:21:00,11,11,4,False,True,False
TKT0003414,CUST005771,BKG0047494,AGT0012,Cancellation Request,chat,Thailand,2023-05-10 21:12:00,9,11,3,False,False,False
TKT0003415,CUST006432,BKG0046108,AGT0082,Refund Inquiry,chat,Indonesia,2024-04-01 16:59:00,20,35,5,False,True,False
TKT0003416,CUST003944,BKG0010737,AGT0140,Cancellation Request,call,Thailand,2024-07-16 16:13:00,15,24,4,False,True,False
TKT0003417,CUST001205,BKG0021376,AGT0138,Payment Issue,chat,Thailand,2023-05-08 11:11:00,21,21,5,False,True,False
TKT0003418,CUST001129,BKG0005383,AGT0098,Hotel Complaint,call,India,2023-08-14 19:48:00,16,34,4,False,True,False
TKT0003419,CUST011985,BKG0032417,AGT0095,Hotel Complaint,email,Indonesia,2024-10-12 08:30:00,57,70,3,False,False,True
TKT0003420,CUST015000,BKG0024678,AGT0108,Refund Inquiry,email,India,2024-12-24 21:23:00,12,27,5,False,False,False
TKT0003421,CUST017793,BKG0041221,AGT0134,Cancellation Request,chat,Thailand,2023-11-19 14:25:00,10,30,5,False,True,False
TKT0003422,CUST003080,BKG0030145,AGT0111,Refund Inquiry,call,Philippines,2023-05-26 10:18:00,20,44,3,False,True,False
TKT0003423,CUST001543,BKG0005257,AGT0024,Refund Inquiry,chat,India,2024-08-09 07:18:00,10,18,4,False,True,False
TKT0003424,CUST010755,BKG0045477,AGT0050,Booking Modification,call,Indonesia,2024-04-26 15:16:00,13,19,3,False,False,False
TKT0003425,CUST008129,BKG0013247,AGT0149,Cancellation Request,email,Singapore,2023-08-09 16:08:00,37,67,3,False,True,True
TKT0003426,CUST010027,BKG0042077,AGT0106,Booking Modification,chat,Thailand,2023-08-14 16:52:00,4,14,3,False,False,False
TKT0003427,CUST006596,BKG0028587,AGT0004,Cancellation Request,email,India,2023-05-17 03:46:00,41,50,4,False,False,True
TKT0003428,CUST001154,BKG0014241,AGT0023,Booking Modification,email,India,2023-12-10 20:31:00,33,45,5,False,False,True
TKT0003429,CUST001694,BKG0040797,AGT0015,Cancellation Request,call,Philippines,2024-04-09 08:06:00,24,45,5,False,True,False
TKT0003430,CUST013349,BKG0010696,AGT0095,Payment Issue,call,Vietnam,2024-08-19 10:34:00,32,39,3,False,False,True
TKT0003431,CUST004318,BKG0019054,AGT0068,Booking Modification,chat,Vietnam,2023-07-03 19:04:00,9,17,5,False,False,False
TKT0003432,CUST003870,BKG0008738,AGT0124,Hotel Complaint,chat,Vietnam,2024-01-01 12:34:00,10,10,4,False,False,False
TKT0003433,CUST007919,BKG0011875,AGT0128,Booking Modification,email,Vietnam,2023-11-16 05:49:00,32,58,4,True,False,True
TKT0003434,CUST001465,BKG0038850,AGT0111,Hotel Complaint,call,Philippines,2024-11-24 20:49:00,15,23,3,False,False,False
TKT0003435,CUST014531,BKG0044193,AGT0042,Booking Modification,email,Philippines,2024-07-08 13:01:00,26,48,3,False,False,False
TKT0003436,CUST009016,BKG0001595,AGT0059,Booking Modification,chat,Indonesia,2024-09-08 07:29:00,8,13,4,False,False,False
TKT0003437,CUST017220,BKG0005732,AGT0149,Cancellation Request,chat,Thailand,2023-03-11 15:04:00,7,10,4,False,True,False
TKT0003438,CUST006599,BKG0004141,AGT0004,Hotel Complaint,email,Vietnam,2024-12-25 13:27:00,24,43,5,False,False,False
TKT0003439,CUST014418,BKG0021415,AGT0094,Payment Issue,chat,Thailand,2024-11-19 08:12:00,21,28,4,False,False,False
TKT0003440,CUST008408,BKG0018442,AGT0057,Hotel Complaint,email,Philippines,2024-04-19 15:21:00,58,84,3,False,False,True
TKT0003441,CUST006983,BKG0026535,AGT0086,Payment Issue,call,Indonesia,2023-10-03 05:33:00,27,57,4,False,False,False
TKT0003442,CUST016232,BKG0010875,AGT0138,Booking Modification,email,Philippines,2024-06-13 10:14:00,27,46,3,False,False,False
TKT0003443,CUST002984,BKG0004615,AGT0013,Refund Inquiry,email,Thailand,2024-06-18 14:05:00,76,112,3,False,False,True
TKT0003444,CUST007883,BKG0022723,AGT0025,Refund Inquiry,chat,Thailand,2023-08-27 06:33:00,15,21,1,False,True,False
TKT0003445,CUST001774,BKG0038149,AGT0140,Booking Modification,chat,India,2024-09-21 20:53:00,8,18,5,False,False,False
TKT0003446,CUST015449,BKG0018884,AGT0082,Hotel Complaint,chat,Philippines,2024-02-02 08:29:00,11,30,5,False,False,False
TKT0003447,CUST008688,BKG0007032,AGT0124,Cancellation Request,email,Vietnam,2024-02-18 22:15:00,32,36,4,True,False,True
TKT0003448,CUST013952,BKG0009442,AGT0044,Booking Modification,email,India,2024-12-14 23:46:00,28,32,4,False,False,False
TKT0003449,CUST014574,BKG0018862,AGT0089,Booking Modification,call,Vietnam,2024-12-27 23:32:00,12,20,4,False,False,False
TKT0003450,CUST000567,BKG0022651,AGT0106,Booking Modification,call,Indonesia,2024-07-03 02:22:00,11,15,3,False,False,False
TKT0003451,CUST003771,BKG0044639,AGT0050,Booking Modification,chat,Singapore,2024-05-21 09:32:00,12,29,3,False,False,False
TKT0003452,CUST013720,BKG0025887,AGT0016,Refund Inquiry,call,Thailand,2024-06-18 15:07:00,23,33,4,False,False,False
TKT0003453,CUST001083,BKG0007506,AGT0046,Booking Modification,email,Thailand,2024-12-03 18:08:00,21,36,4,False,False,False
TKT0003454,CUST016219,BKG0011230,AGT0136,Cancellation Request,chat,India,2023-11-11 15:52:00,10,19,3,False,False,False
TKT0003455,CUST015964,BKG0001775,AGT0054,Payment Issue,email,Thailand,2023-02-03 23:32:00,80,94,5,False,False,True
TKT0003456,CUST008622,BKG0048277,AGT0043,Cancellation Request,call,Indonesia,2024-07-08 08:52:00,3,10,3,False,True,False
